Gene	g+t+	g+t-	g-t+	g-t-	sensitivity	specificity	odds_ratio	pval	qval	pval_empirical	contrasting	supporting	opposing	best	worst
OG0004484	6	0	10	23	37.5	100.0	inf	0.0024544668507517258	0.7927927927928075	0.5544455544455544	2	2	0	0.5	0.5
OG0004455	6	0	10	23	37.5	100.0	inf	0.0024544668507517258	0.7927927927928075	0.5544455544455544	2	2	0	0.5	0.5
OG0004458	6	0	10	23	37.5	100.0	inf	0.0024544668507517258	0.7927927927928075	0.5544455544455544	2	2	0	0.5	0.5
OG0004483	6	0	10	23	37.5	100.0	inf	0.0024544668507517258	0.7927927927928075	0.5544455544455544	2	2	0	0.5	0.5
OG0004479	6	0	10	23	37.5	100.0	inf	0.0024544668507517258	0.7927927927928075	0.5544455544455544	2	2	0	0.5	0.5
OG0004471	6	0	10	23	37.5	100.0	inf	0.0024544668507517258	0.7927927927928075	0.5544455544455544	2	2	0	0.5	0.5
OG0004466	6	0	10	23	37.5	100.0	inf	0.0024544668507517258	0.7927927927928075	0.5544455544455544	2	2	0	0.5	0.5
OG0002193	16	13	0	10	100.0	43.47826086956522	inf	0.002226038928325998	0.7190105738492975	0.5574425574425574	2	2	0	0.5	0.5
OG0001839	16	13	0	10	100.0	43.47826086956522	inf	0.002226038928325998	0.7190105738492975	0.5574425574425574	2	2	0	0.5	0.5
OG0002194	16	13	0	10	100.0	43.47826086956522	inf	0.002226038928325998	0.7190105738492975	0.5574425574425574	2	2	0	0.5	0.5
OG0002112	16	13	0	10	100.0	43.47826086956522	inf	0.002226038928325998	0.7190105738492975	0.5574425574425574	2	2	0	0.5	0.5
OG0002181	16	13	0	10	100.0	43.47826086956522	inf	0.002226038928325998	0.7190105738492975	0.5574425574425574	2	2	0	0.5	0.5
OG0002178	16	13	0	10	100.0	43.47826086956522	inf	0.002226038928325998	0.7190105738492975	0.5574425574425574	2	2	0	0.5	0.5
OG0002174	16	13	0	10	100.0	43.47826086956522	inf	0.002226038928325998	0.7190105738492975	0.5574425574425574	2	2	0	0.5	0.5
OG0003740	0	10	16	13	0.0	56.52173913043478	0.0	0.002226038928325998	0.7190105738492975	0.5644355644355644	2	0	2	0.5	0.5
OG0002342	15	8	1	15	93.75	65.21739130434783	28.125	0.00024164320578981874	0.07805075547011145	0.5764235764235764	4	3	1	0.625	0.625
OG0002689	13	7	3	16	81.25	69.56521739130434	9.904761904761905	0.0030564491076171176	0.987233061760329	0.5914085914085914	2	2	1	0.5	1.0
OG0003312	11	2	5	21	68.75	91.30434782608695	23.1	0.00014127848977027433	0.04563295219579861	0.5924075924075924	2	2	1	0.5	1.0
OG0003331	0	10	16	13	0.0	56.52173913043478	0.0	0.002226038928325998	0.7190105738492975	0.5934065934065934	3	0	3	0.25	0.25
OG0002693	13	7	3	16	81.25	69.56521739130434	9.904761904761905	0.0030564491076171176	0.987233061760329	0.5994005994005994	2	2	1	0.5	1.0
