Gene	g+t+	g+t-	g-t+	g-t-	sensitivity	specificity	odds_ratio	pval	qval	pval_empirical	contrasting	supporting	opposing	best	worst
OG0002349	17	3	2	7	89.47368421052632	70.0	19.833333333333332	0.002135295988369434	0.38435327790649815	0.41358641358641357	4	3	2	0.625	1.0
OG0003975	1	6	18	4	5.263157894736842	40.0	0.037037037037037035	0.002633298735247753	0.47399377234459555	0.41858141858141856	2	1	2	0.5	1.0
OG0004815	0	5	19	5	0.0	50.0	0.0	0.002122015915119365	0.38196286472148566	0.4205794205794206	2	0	2	0.5	0.5
OG0003673	0	5	19	5	0.0	50.0	0.0	0.002122015915119365	0.38196286472148566	0.4205794205794206	2	0	2	0.5	0.5
OG0004825	0	5	19	5	0.0	50.0	0.0	0.002122015915119365	0.38196286472148566	0.4205794205794206	2	0	2	0.5	0.5
OG0004826	0	5	19	5	0.0	50.0	0.0	0.002122015915119365	0.38196286472148566	0.4205794205794206	2	0	2	0.5	0.5
OG0003657	0	5	19	5	0.0	50.0	0.0	0.002122015915119365	0.38196286472148566	0.4205794205794206	2	0	2	0.5	0.5
OG0004210	0	5	19	5	0.0	50.0	0.0	0.002122015915119365	0.38196286472148566	0.4205794205794206	2	0	2	0.5	0.5
OG0004463	0	5	19	5	0.0	50.0	0.0	0.002122015915119365	0.38196286472148566	0.4205794205794206	2	0	2	0.5	0.5
OG0004468	0	5	19	5	0.0	50.0	0.0	0.002122015915119365	0.38196286472148566	0.4205794205794206	2	0	2	0.5	0.5
OG0003656	0	5	19	5	0.0	50.0	0.0	0.002122015915119365	0.38196286472148566	0.4205794205794206	2	0	2	0.5	0.5
OG0004807	0	5	19	5	0.0	50.0	0.0	0.002122015915119365	0.38196286472148566	0.4205794205794206	2	0	2	0.5	0.5
OG0004808	0	5	19	5	0.0	50.0	0.0	0.002122015915119365	0.38196286472148566	0.4205794205794206	2	0	2	0.5	0.5
OG0004813	0	5	19	5	0.0	50.0	0.0	0.002122015915119365	0.38196286472148566	0.4205794205794206	2	0	2	0.5	0.5
OG0004784	0	5	19	5	0.0	50.0	0.0	0.002122015915119365	0.38196286472148566	0.4205794205794206	2	0	2	0.5	0.5
OG0004212	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004467	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004460	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004472	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004473	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004474	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004476	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004465	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004477	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004450	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004211	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004464	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004023	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004013	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0003986	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0003840	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0003689	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0003687	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0003305	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004461	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004202	0	6	19	4	0.0	40.0	0.0	0.0004420866489831977	0.07957559681697558	0.4645354645354645	2	0	2	0.5	0.5
OG0004009	1	6	18	4	5.263157894736842	40.0	0.037037037037037035	0.002633298735247753	0.47399377234459555	0.6173826173826173	3	1	2	1.0	1.0
OG0004008	1	6	18	4	5.263157894736842	40.0	0.037037037037037035	0.002633298735247753	0.47399377234459555	0.6173826173826173	3	1	2	1.0	1.0
OG0004010	1	6	18	4	5.263157894736842	40.0	0.037037037037037035	0.002633298735247753	0.47399377234459555	0.6173826173826173	3	1	2	1.0	1.0
OG0004207	1	6	18	4	5.263157894736842	40.0	0.037037037037037035	0.002633298735247753	0.47399377234459555	0.6203796203796204	3	1	2	1.0	1.0
