gene_id	symbol	entrezgene	chromosome_name	heatmap.id
LMB2-1.2_000422	NA	NA	NA	LMB2-1.2_000422
LMB2-1.2_000423	NA	NA	NA	LMB2-1.2_000423
LMB2-1.2_000424	NA	NA	NA	LMB2-1.2_000424
LMB2-1.2_000425	NA	NA	NA	LMB2-1.2_000425
LMB2-1.2_000426	NA	NA	NA	LMB2-1.2_000426
LMB2-1.2_000427	NA	NA	NA	LMB2-1.2_000427
LMB2-1.2_000428	NA	NA	NA	LMB2-1.2_000428
LMB2-1.2_000429	NA	NA	NA	LMB2-1.2_000429
LMB2-1.2_000430	NA	NA	NA	LMB2-1.2_000430
LMB2-1.2_000431	NA	NA	NA	LMB2-1.2_000431
LMB2-1.2_000432	NA	NA	NA	LMB2-1.2_000432
LMB2-1.2_000433	NA	NA	NA	LMB2-1.2_000433
LMB2-1.2_000434	NA	NA	NA	LMB2-1.2_000434
LMB2-1.2_000435	NA	NA	NA	LMB2-1.2_000435
LMB2-1.2_000436	NA	NA	NA	LMB2-1.2_000436
LMB2-1.2_000437	NA	NA	NA	LMB2-1.2_000437
LMB2-1.2_000438	NA	NA	NA	LMB2-1.2_000438
LMB2-1.2_000439	NA	NA	NA	LMB2-1.2_000439
LMB2-1.2_000440	NA	NA	NA	LMB2-1.2_000440
LMB2-1.2_000441	NA	NA	NA	LMB2-1.2_000441
LMB2-1.2_000442	NA	NA	NA	LMB2-1.2_000442
LMB2-1.2_000443	NA	NA	NA	LMB2-1.2_000443
LMB2-1.2_000444	NA	NA	NA	LMB2-1.2_000444
LMB2-1.2_000445	NA	NA	NA	LMB2-1.2_000445
LMB2-1.2_000446	NA	NA	NA	LMB2-1.2_000446
LMB2-1.2_000447	NA	NA	NA	LMB2-1.2_000447
LMB2-1.2_000448	NA	NA	NA	LMB2-1.2_000448
LMB2-1.2_000449	NA	NA	NA	LMB2-1.2_000449
LMB2-1.2_000450	NA	NA	NA	LMB2-1.2_000450
LMB2-1.2_000451	NA	NA	NA	LMB2-1.2_000451
LMB2-1.2_000452	NA	NA	NA	LMB2-1.2_000452
LMB2-1.2_000453	NA	NA	NA	LMB2-1.2_000453
LMB2-1.2_000454	NA	NA	NA	LMB2-1.2_000454
LMB2-1.2_000455	NA	NA	NA	LMB2-1.2_000455
LMB2-1.2_000456	NA	NA	NA	LMB2-1.2_000456
LMB2-1.2_000457	NA	NA	NA	LMB2-1.2_000457
LMB2-1.2_000458	NA	NA	NA	LMB2-1.2_000458
LMB2-1.2_000459	NA	NA	NA	LMB2-1.2_000459
LMB2-1.2_000460	NA	NA	NA	LMB2-1.2_000460
LMB2-1.2_000461	NA	NA	NA	LMB2-1.2_000461
LMB2-1.2_000462	NA	NA	NA	LMB2-1.2_000462
LMB2-1.2_000463	NA	NA	NA	LMB2-1.2_000463
LMB2-1.2_000464	NA	NA	NA	LMB2-1.2_000464
LMB2-1.2_000465	NA	NA	NA	LMB2-1.2_000465
LMB2-1.2_000466	NA	NA	NA	LMB2-1.2_000466
LMB2-1.2_000467	NA	NA	NA	LMB2-1.2_000467
LMB2-1.2_000468	NA	NA	NA	LMB2-1.2_000468
LMB2-1.2_000469	NA	NA	NA	LMB2-1.2_000469
LMB2-1.2_000470	NA	NA	NA	LMB2-1.2_000470
LMB2-1.2_000471	NA	NA	NA	LMB2-1.2_000471
LMB2-1.2_000472	NA	NA	NA	LMB2-1.2_000472
LMB2-1.2_000473	NA	NA	NA	LMB2-1.2_000473
LMB2-1.2_000474	NA	NA	NA	LMB2-1.2_000474
LMB2-1.2_000475	NA	NA	NA	LMB2-1.2_000475
LMB2-1.2_000476	NA	NA	NA	LMB2-1.2_000476
LMB2-1.2_000477	NA	NA	NA	LMB2-1.2_000477
LMB2-1.2_000478	NA	NA	NA	LMB2-1.2_000478
LMB2-1.2_000479	NA	NA	NA	LMB2-1.2_000479
LMB2-1.2_000480	NA	NA	NA	LMB2-1.2_000480
LMB2-1.2_000481	NA	NA	NA	LMB2-1.2_000481
LMB2-1.2_000482	NA	NA	NA	LMB2-1.2_000482
LMB2-1.2_000483	NA	NA	NA	LMB2-1.2_000483
LMB2-1.2_000484	NA	NA	NA	LMB2-1.2_000484
LMB2-1.2_000485	NA	NA	NA	LMB2-1.2_000485
LMB2-1.2_000486	NA	NA	NA	LMB2-1.2_000486
LMB2-1.2_000487	NA	NA	NA	LMB2-1.2_000487
LMB2-1.2_000488	NA	NA	NA	LMB2-1.2_000488
LMB2-1.2_000489	NA	NA	NA	LMB2-1.2_000489
LMB2-1.2_000490	NA	NA	NA	LMB2-1.2_000490
LMB2-1.2_000491	NA	NA	NA	LMB2-1.2_000491
LMB2-1.2_000492	NA	NA	NA	LMB2-1.2_000492
LMB2-1.2_000493	NA	NA	NA	LMB2-1.2_000493
LMB2-1.2_000494	NA	NA	NA	LMB2-1.2_000494
LMB2-1.2_000495	NA	NA	NA	LMB2-1.2_000495
LMB2-1.2_000496	NA	NA	NA	LMB2-1.2_000496
LMB2-1.2_000497	NA	NA	NA	LMB2-1.2_000497
LMB2-1.2_000498	NA	NA	NA	LMB2-1.2_000498
LMB2-1.2_000499	NA	NA	NA	LMB2-1.2_000499
LMB2-1.2_000500	NA	NA	NA	LMB2-1.2_000500
LMB2-1.2_000501	NA	NA	NA	LMB2-1.2_000501
LMB2-1.2_000502	NA	NA	NA	LMB2-1.2_000502
LMB2-1.2_000503	NA	NA	NA	LMB2-1.2_000503
LMB2-1.2_000504	NA	NA	NA	LMB2-1.2_000504
LMB2-1.2_000505	NA	NA	NA	LMB2-1.2_000505
LMB2-1.2_000506	NA	NA	NA	LMB2-1.2_000506
LMB2-1.2_000507	NA	NA	NA	LMB2-1.2_000507
LMB2-1.2_000508	NA	NA	NA	LMB2-1.2_000508
LMB2-1.2_000509	NA	NA	NA	LMB2-1.2_000509
LMB2-1.2_000510	NA	NA	NA	LMB2-1.2_000510
LMB2-1.2_000511	NA	NA	NA	LMB2-1.2_000511
LMB2-1.2_000512	NA	NA	NA	LMB2-1.2_000512
LMB2-1.2_000513	NA	NA	NA	LMB2-1.2_000513
LMB2-1.2_000514	NA	NA	NA	LMB2-1.2_000514
LMB2-1.2_000515	NA	NA	NA	LMB2-1.2_000515
LMB2-1.2_000516	NA	NA	NA	LMB2-1.2_000516
LMB2-1.2_000517	NA	NA	NA	LMB2-1.2_000517
LMB2-1.2_000518	NA	NA	NA	LMB2-1.2_000518
LMB2-1.2_000519	NA	NA	NA	LMB2-1.2_000519
LMB2-1.2_000520	NA	NA	NA	LMB2-1.2_000520
LMB2-1.2_000521	NA	NA	NA	LMB2-1.2_000521
LMB2-1.2_000522	NA	NA	NA	LMB2-1.2_000522
LMB2-1.2_000523	NA	NA	NA	LMB2-1.2_000523
LMB2-1.2_000524	NA	NA	NA	LMB2-1.2_000524
LMB2-1.2_000525	NA	NA	NA	LMB2-1.2_000525
LMB2-1.2_000526	NA	NA	NA	LMB2-1.2_000526
LMB2-1.2_000527	NA	NA	NA	LMB2-1.2_000527
LMB2-1.2_000528	NA	NA	NA	LMB2-1.2_000528
LMB2-1.2_000529	NA	NA	NA	LMB2-1.2_000529
LMB2-1.2_000530	NA	NA	NA	LMB2-1.2_000530
LMB2-1.2_000531	NA	NA	NA	LMB2-1.2_000531
LMB2-1.2_000532	NA	NA	NA	LMB2-1.2_000532
LMB2-1.2_000533	NA	NA	NA	LMB2-1.2_000533
LMB2-1.2_000534	NA	NA	NA	LMB2-1.2_000534
LMB2-1.2_000535	NA	NA	NA	LMB2-1.2_000535
LMB2-1.2_000536	NA	NA	NA	LMB2-1.2_000536
LMB2-1.2_000537	NA	NA	NA	LMB2-1.2_000537
LMB2-1.2_000538	NA	NA	NA	LMB2-1.2_000538
LMB2-1.2_000539	NA	NA	NA	LMB2-1.2_000539
LMB2-1.2_000540	NA	NA	NA	LMB2-1.2_000540
LMB2-1.2_000541	NA	NA	NA	LMB2-1.2_000541
LMB2-1.2_000542	NA	NA	NA	LMB2-1.2_000542
LMB2-1.2_000543	NA	NA	NA	LMB2-1.2_000543
LMB2-1.2_000544	NA	NA	NA	LMB2-1.2_000544
LMB2-1.2_000545	NA	NA	NA	LMB2-1.2_000545
LMB2-1.2_000546	NA	NA	NA	LMB2-1.2_000546
LMB2-1.2_000547	NA	NA	NA	LMB2-1.2_000547
LMB2-1.2_000548	NA	NA	NA	LMB2-1.2_000548
LMB2-1.2_000549	NA	NA	NA	LMB2-1.2_000549
LMB2-1.2_000550	NA	NA	NA	LMB2-1.2_000550
LMB2-1.2_000551	NA	NA	NA	LMB2-1.2_000551
LMB2-1.2_000552	NA	NA	NA	LMB2-1.2_000552
LMB2-1.2_000553	NA	NA	NA	LMB2-1.2_000553
LMB2-1.2_000554	NA	NA	NA	LMB2-1.2_000554
LMB2-1.2_000555	NA	NA	NA	LMB2-1.2_000555
LMB2-1.2_000556	NA	NA	NA	LMB2-1.2_000556
LMB2-1.2_000557	NA	NA	NA	LMB2-1.2_000557
LMB2-1.2_000558	NA	NA	NA	LMB2-1.2_000558
LMB2-1.2_000559	NA	NA	NA	LMB2-1.2_000559
LMB2-1.2_000560	NA	NA	NA	LMB2-1.2_000560
LMB2-1.2_000561	NA	NA	NA	LMB2-1.2_000561
LMB2-1.2_000562	NA	NA	NA	LMB2-1.2_000562
LMB2-1.2_000563	NA	NA	NA	LMB2-1.2_000563
LMB2-1.2_000564	NA	NA	NA	LMB2-1.2_000564
LMB2-1.2_000565	NA	NA	NA	LMB2-1.2_000565
LMB2-1.2_000566	NA	NA	NA	LMB2-1.2_000566
LMB2-1.2_000567	NA	NA	NA	LMB2-1.2_000567
LMB2-1.2_000568	NA	NA	NA	LMB2-1.2_000568
LMB2-1.2_000569	NA	NA	NA	LMB2-1.2_000569
LMB2-1.2_000570	NA	NA	NA	LMB2-1.2_000570
LMB2-1.2_000571	NA	NA	NA	LMB2-1.2_000571
LMB2-1.2_000572	NA	NA	NA	LMB2-1.2_000572
LMB2-1.2_000573	NA	NA	NA	LMB2-1.2_000573
LMB2-1.2_000574	NA	NA	NA	LMB2-1.2_000574
LMB2-1.2_000575	NA	NA	NA	LMB2-1.2_000575
LMB2-1.2_000576	NA	NA	NA	LMB2-1.2_000576
LMB2-1.2_000577	NA	NA	NA	LMB2-1.2_000577
LMB2-1.2_000578	NA	NA	NA	LMB2-1.2_000578
LMB2-1.2_000579	NA	NA	NA	LMB2-1.2_000579
LMB2-1.2_000580	NA	NA	NA	LMB2-1.2_000580
LMB2-1.2_000581	NA	NA	NA	LMB2-1.2_000581
LMB2-1.2_000582	NA	NA	NA	LMB2-1.2_000582
LMB2-1.2_000583	NA	NA	NA	LMB2-1.2_000583
LMB2-1.2_000584	NA	NA	NA	LMB2-1.2_000584
LMB2-1.2_000585	NA	NA	NA	LMB2-1.2_000585
LMB2-1.2_000586	NA	NA	NA	LMB2-1.2_000586
LMB2-1.2_000587	NA	NA	NA	LMB2-1.2_000587
LMB2-1.2_000588	NA	NA	NA	LMB2-1.2_000588
LMB2-1.2_000589	NA	NA	NA	LMB2-1.2_000589
LMB2-1.2_000590	NA	NA	NA	LMB2-1.2_000590
LMB2-1.2_000591	NA	NA	NA	LMB2-1.2_000591
LMB2-1.2_000592	NA	NA	NA	LMB2-1.2_000592
LMB2-1.2_000593	NA	NA	NA	LMB2-1.2_000593
LMB2-1.2_000594	NA	NA	NA	LMB2-1.2_000594
LMB2-1.2_000595	NA	NA	NA	LMB2-1.2_000595
LMB2-1.2_000596	NA	NA	NA	LMB2-1.2_000596
LMB2-1.2_000597	NA	NA	NA	LMB2-1.2_000597
LMB2-1.2_000598	NA	NA	NA	LMB2-1.2_000598
LMB2-1.2_000599	NA	NA	NA	LMB2-1.2_000599
LMB2-1.2_000600	NA	NA	NA	LMB2-1.2_000600
LMB2-1.2_000601	NA	NA	NA	LMB2-1.2_000601
LMB2-1.2_000602	NA	NA	NA	LMB2-1.2_000602
LMB2-1.2_000603	NA	NA	NA	LMB2-1.2_000603
LMB2-1.2_000604	NA	NA	NA	LMB2-1.2_000604
LMB2-1.2_000605	NA	NA	NA	LMB2-1.2_000605
LMB2-1.2_000606	NA	NA	NA	LMB2-1.2_000606
LMB2-1.2_000607	NA	NA	NA	LMB2-1.2_000607
LMB2-1.2_000608	NA	NA	NA	LMB2-1.2_000608
LMB2-1.2_000609	NA	NA	NA	LMB2-1.2_000609
LMB2-1.2_000610	NA	NA	NA	LMB2-1.2_000610
LMB2-1.2_000611	NA	NA	NA	LMB2-1.2_000611
LMB2-1.2_000612	NA	NA	NA	LMB2-1.2_000612
LMB2-1.2_000613	NA	NA	NA	LMB2-1.2_000613
LMB2-1.2_000614	NA	NA	NA	LMB2-1.2_000614
LMB2-1.2_000615	NA	NA	NA	LMB2-1.2_000615
LMB2-1.2_000616	NA	NA	NA	LMB2-1.2_000616
LMB2-1.2_000617	NA	NA	NA	LMB2-1.2_000617
LMB2-1.2_000618	NA	NA	NA	LMB2-1.2_000618
LMB2-1.2_000619	NA	NA	NA	LMB2-1.2_000619
LMB2-1.2_000620	NA	NA	NA	LMB2-1.2_000620
LMB2-1.2_000621	NA	NA	NA	LMB2-1.2_000621
LMB2-1.2_000622	NA	NA	NA	LMB2-1.2_000622
LMB2-1.2_000623	NA	NA	NA	LMB2-1.2_000623
LMB2-1.2_000624	NA	NA	NA	LMB2-1.2_000624
LMB2-1.2_000625	NA	NA	NA	LMB2-1.2_000625
LMB2-1.2_000626	NA	NA	NA	LMB2-1.2_000626
LMB2-1.2_000627	NA	NA	NA	LMB2-1.2_000627
LMB2-1.2_000628	NA	NA	NA	LMB2-1.2_000628
LMB2-1.2_000629	NA	NA	NA	LMB2-1.2_000629
LMB2-1.2_000630	NA	NA	NA	LMB2-1.2_000630
LMB2-1.2_000631	NA	NA	NA	LMB2-1.2_000631
LMB2-1.2_000632	NA	NA	NA	LMB2-1.2_000632
LMB2-1.2_000633	NA	NA	NA	LMB2-1.2_000633
LMB2-1.2_000634	NA	NA	NA	LMB2-1.2_000634
LMB2-1.2_000635	NA	NA	NA	LMB2-1.2_000635
LMB2-1.2_000636	NA	NA	NA	LMB2-1.2_000636
LMB2-1.2_000637	NA	NA	NA	LMB2-1.2_000637
LMB2-1.2_000638	NA	NA	NA	LMB2-1.2_000638
LMB2-1.2_000639	NA	NA	NA	LMB2-1.2_000639
LMB2-1.2_000640	NA	NA	NA	LMB2-1.2_000640
LMB2-1.2_000641	NA	NA	NA	LMB2-1.2_000641
LMB2-1.2_000642	NA	NA	NA	LMB2-1.2_000642
LMB2-1.2_000643	NA	NA	NA	LMB2-1.2_000643
LMB2-1.2_000644	NA	NA	NA	LMB2-1.2_000644
LMB2-1.2_000645	NA	NA	NA	LMB2-1.2_000645
LMB2-1.2_000646	NA	NA	NA	LMB2-1.2_000646
LMB2-1.2_000647	NA	NA	NA	LMB2-1.2_000647
LMB2-1.2_000648	NA	NA	NA	LMB2-1.2_000648
LMB2-1.2_000649	NA	NA	NA	LMB2-1.2_000649
LMB2-1.2_000650	NA	NA	NA	LMB2-1.2_000650
LMB2-1.2_000651	NA	NA	NA	LMB2-1.2_000651
LMB2-1.2_000652	NA	NA	NA	LMB2-1.2_000652
LMB2-1.2_000653	NA	NA	NA	LMB2-1.2_000653
LMB2-1.2_000654	NA	NA	NA	LMB2-1.2_000654
LMB2-1.2_000655	NA	NA	NA	LMB2-1.2_000655
LMB2-1.2_000656	NA	NA	NA	LMB2-1.2_000656
LMB2-1.2_000657	NA	NA	NA	LMB2-1.2_000657
LMB2-1.2_000658	NA	NA	NA	LMB2-1.2_000658
LMB2-1.2_000659	NA	NA	NA	LMB2-1.2_000659
LMB2-1.2_000660	NA	NA	NA	LMB2-1.2_000660
LMB2-1.2_000661	NA	NA	NA	LMB2-1.2_000661
LMB2-1.2_000662	NA	NA	NA	LMB2-1.2_000662
LMB2-1.2_000663	NA	NA	NA	LMB2-1.2_000663
LMB2-1.2_000664	NA	NA	NA	LMB2-1.2_000664
LMB2-1.2_000665	NA	NA	NA	LMB2-1.2_000665
LMB2-1.2_000666	NA	NA	NA	LMB2-1.2_000666
LMB2-1.2_000667	NA	NA	NA	LMB2-1.2_000667
LMB2-1.2_000668	NA	NA	NA	LMB2-1.2_000668
LMB2-1.2_000669	NA	NA	NA	LMB2-1.2_000669
LMB2-1.2_000670	NA	NA	NA	LMB2-1.2_000670
LMB2-1.2_000671	NA	NA	NA	LMB2-1.2_000671
LMB2-1.2_000672	NA	NA	NA	LMB2-1.2_000672
LMB2-1.2_000673	NA	NA	NA	LMB2-1.2_000673
LMB2-1.2_000674	NA	NA	NA	LMB2-1.2_000674
LMB2-1.2_000675	NA	NA	NA	LMB2-1.2_000675
LMB2-1.2_000676	NA	NA	NA	LMB2-1.2_000676
LMB2-1.2_000677	NA	NA	NA	LMB2-1.2_000677
LMB2-1.2_000678	NA	NA	NA	LMB2-1.2_000678
LMB2-1.2_000679	NA	NA	NA	LMB2-1.2_000679
LMB2-1.2_000680	NA	NA	NA	LMB2-1.2_000680
LMB2-1.2_000681	NA	NA	NA	LMB2-1.2_000681
LMB2-1.2_000682	NA	NA	NA	LMB2-1.2_000682
LMB2-1.2_000683	NA	NA	NA	LMB2-1.2_000683
LMB2-1.2_000684	NA	NA	NA	LMB2-1.2_000684
LMB2-1.2_000685	NA	NA	NA	LMB2-1.2_000685
LMB2-1.2_000686	NA	NA	NA	LMB2-1.2_000686
LMB2-1.2_000687	NA	NA	NA	LMB2-1.2_000687
LMB2-1.2_000688	NA	NA	NA	LMB2-1.2_000688
LMB2-1.2_000689	NA	NA	NA	LMB2-1.2_000689
LMB2-1.2_000690	NA	NA	NA	LMB2-1.2_000690
LMB2-1.2_000691	NA	NA	NA	LMB2-1.2_000691
LMB2-1.2_000692	NA	NA	NA	LMB2-1.2_000692
LMB2-1.2_000693	NA	NA	NA	LMB2-1.2_000693
LMB2-1.2_000694	NA	NA	NA	LMB2-1.2_000694
LMB2-1.2_000695	NA	NA	NA	LMB2-1.2_000695
LMB2-1.2_000696	NA	NA	NA	LMB2-1.2_000696
LMB2-1.2_000697	NA	NA	NA	LMB2-1.2_000697
LMB2-1.2_000698	NA	NA	NA	LMB2-1.2_000698
LMB2-1.2_000699	NA	NA	NA	LMB2-1.2_000699
LMB2-1.2_000700	NA	NA	NA	LMB2-1.2_000700
LMB2-1.2_000701	NA	NA	NA	LMB2-1.2_000701
LMB2-1.2_000702	NA	NA	NA	LMB2-1.2_000702
LMB2-1.2_000703	NA	NA	NA	LMB2-1.2_000703
LMB2-1.2_000704	NA	NA	NA	LMB2-1.2_000704
LMB2-1.2_000705	NA	NA	NA	LMB2-1.2_000705
LMB2-1.2_000706	NA	NA	NA	LMB2-1.2_000706
LMB2-1.2_000707	NA	NA	NA	LMB2-1.2_000707
LMB2-1.2_000708	NA	NA	NA	LMB2-1.2_000708
LMB2-1.2_000709	NA	NA	NA	LMB2-1.2_000709
LMB2-1.2_000710	NA	NA	NA	LMB2-1.2_000710
LMB2-1.2_000711	NA	NA	NA	LMB2-1.2_000711
LMB2-1.2_000712	NA	NA	NA	LMB2-1.2_000712
LMB2-1.2_000713	NA	NA	NA	LMB2-1.2_000713
LMB2-1.2_000714	NA	NA	NA	LMB2-1.2_000714
LMB2-1.2_000715	NA	NA	NA	LMB2-1.2_000715
LMB2-1.2_000716	NA	NA	NA	LMB2-1.2_000716
LMB2-1.2_000717	NA	NA	NA	LMB2-1.2_000717
LMB2-1.2_000718	NA	NA	NA	LMB2-1.2_000718
LMB2-1.2_000719	NA	NA	NA	LMB2-1.2_000719
LMB2-1.2_000720	NA	NA	NA	LMB2-1.2_000720
LMB2-1.2_000721	NA	NA	NA	LMB2-1.2_000721
LMB2-1.2_000722	NA	NA	NA	LMB2-1.2_000722
LMB2-1.2_000723	NA	NA	NA	LMB2-1.2_000723
LMB2-1.2_000724	NA	NA	NA	LMB2-1.2_000724
LMB2-1.2_000725	NA	NA	NA	LMB2-1.2_000725
LMB2-1.2_000726	NA	NA	NA	LMB2-1.2_000726
LMB2-1.2_000727	NA	NA	NA	LMB2-1.2_000727
LMB2-1.2_000728	NA	NA	NA	LMB2-1.2_000728
LMB2-1.2_000729	NA	NA	NA	LMB2-1.2_000729
LMB2-1.2_000730	NA	NA	NA	LMB2-1.2_000730
LMB2-1.2_000731	NA	NA	NA	LMB2-1.2_000731
LMB2-1.2_000732	NA	NA	NA	LMB2-1.2_000732
LMB2-1.2_000733	NA	NA	NA	LMB2-1.2_000733
LMB2-1.2_000734	NA	NA	NA	LMB2-1.2_000734
LMB2-1.2_000735	NA	NA	NA	LMB2-1.2_000735
LMB2-1.2_000736	NA	NA	NA	LMB2-1.2_000736
LMB2-1.2_000737	NA	NA	NA	LMB2-1.2_000737
LMB2-1.2_000738	NA	NA	NA	LMB2-1.2_000738
LMB2-1.2_000739	NA	NA	NA	LMB2-1.2_000739
LMB2-1.2_000740	NA	NA	NA	LMB2-1.2_000740
LMB2-1.2_000741	NA	NA	NA	LMB2-1.2_000741
LMB2-1.2_000742	NA	NA	NA	LMB2-1.2_000742
LMB2-1.2_000743	NA	NA	NA	LMB2-1.2_000743
LMB2-1.2_000744	NA	NA	NA	LMB2-1.2_000744
LMB2-1.2_000745	NA	NA	NA	LMB2-1.2_000745
LMB2-1.2_000746	NA	NA	NA	LMB2-1.2_000746
LMB2-1.2_000747	NA	NA	NA	LMB2-1.2_000747
LMB2-1.2_000748	NA	NA	NA	LMB2-1.2_000748
LMB2-1.2_000749	NA	NA	NA	LMB2-1.2_000749
LMB2-1.2_000750	NA	NA	NA	LMB2-1.2_000750
LMB2-1.2_000751	NA	NA	NA	LMB2-1.2_000751
LMB2-1.2_000752	NA	NA	NA	LMB2-1.2_000752
LMB2-1.2_000753	NA	NA	NA	LMB2-1.2_000753
LMB2-1.2_000754	NA	NA	NA	LMB2-1.2_000754
LMB2-1.2_000755	NA	NA	NA	LMB2-1.2_000755
LMB2-1.2_000756	NA	NA	NA	LMB2-1.2_000756
LMB2-1.2_000757	NA	NA	NA	LMB2-1.2_000757
LMB2-1.2_000758	NA	NA	NA	LMB2-1.2_000758
LMB2-1.2_000759	NA	NA	NA	LMB2-1.2_000759
LMB2-1.2_000760	NA	NA	NA	LMB2-1.2_000760
LMB2-1.2_000761	NA	NA	NA	LMB2-1.2_000761
LMB2-1.2_000762	NA	NA	NA	LMB2-1.2_000762
LMB2-1.2_000763	NA	NA	NA	LMB2-1.2_000763
LMB2-1.2_000764	NA	NA	NA	LMB2-1.2_000764
LMB2-1.2_000765	NA	NA	NA	LMB2-1.2_000765
LMB2-1.2_000766	NA	NA	NA	LMB2-1.2_000766
LMB2-1.2_000767	NA	NA	NA	LMB2-1.2_000767
LMB2-1.2_000768	NA	NA	NA	LMB2-1.2_000768
LMB2-1.2_000769	NA	NA	NA	LMB2-1.2_000769
LMB2-1.2_000770	NA	NA	NA	LMB2-1.2_000770
LMB2-1.2_000771	NA	NA	NA	LMB2-1.2_000771
LMB2-1.2_000772	NA	NA	NA	LMB2-1.2_000772
LMB2-1.2_000773	NA	NA	NA	LMB2-1.2_000773
LMB2-1.2_000774	NA	NA	NA	LMB2-1.2_000774
LMB2-1.2_000775	NA	NA	NA	LMB2-1.2_000775
LMB2-1.2_000776	NA	NA	NA	LMB2-1.2_000776
LMB2-1.2_000777	NA	NA	NA	LMB2-1.2_000777
LMB2-1.2_000778	NA	NA	NA	LMB2-1.2_000778
LMB2-1.2_000779	NA	NA	NA	LMB2-1.2_000779
LMB2-1.2_000780	NA	NA	NA	LMB2-1.2_000780
LMB2-1.2_000781	NA	NA	NA	LMB2-1.2_000781
LMB2-1.2_000782	NA	NA	NA	LMB2-1.2_000782
LMB2-1.2_000783	NA	NA	NA	LMB2-1.2_000783
LMB2-1.2_000784	NA	NA	NA	LMB2-1.2_000784
LMB2-1.2_000785	NA	NA	NA	LMB2-1.2_000785
LMB2-1.2_000786	NA	NA	NA	LMB2-1.2_000786
LMB2-1.2_000787	NA	NA	NA	LMB2-1.2_000787
LMB2-1.2_000788	NA	NA	NA	LMB2-1.2_000788
LMB2-1.2_000789	NA	NA	NA	LMB2-1.2_000789
LMB2-1.2_000790	NA	NA	NA	LMB2-1.2_000790
LMB2-1.2_000791	NA	NA	NA	LMB2-1.2_000791
LMB2-1.2_000792	NA	NA	NA	LMB2-1.2_000792
LMB2-1.2_000793	NA	NA	NA	LMB2-1.2_000793
LMB2-1.2_000794	NA	NA	NA	LMB2-1.2_000794
LMB2-1.2_000795	NA	NA	NA	LMB2-1.2_000795
LMB2-1.2_000796	NA	NA	NA	LMB2-1.2_000796
LMB2-1.2_000797	NA	NA	NA	LMB2-1.2_000797
LMB2-1.2_000798	NA	NA	NA	LMB2-1.2_000798
LMB2-1.2_000799	NA	NA	NA	LMB2-1.2_000799
LMB2-1.2_000800	NA	NA	NA	LMB2-1.2_000800
LMB2-1.2_000801	NA	NA	NA	LMB2-1.2_000801
LMB2-1.2_000802	NA	NA	NA	LMB2-1.2_000802
LMB2-1.2_000803	NA	NA	NA	LMB2-1.2_000803
LMB2-1.2_000804	NA	NA	NA	LMB2-1.2_000804
LMB2-1.2_000805	NA	NA	NA	LMB2-1.2_000805
LMB2-1.2_000806	NA	NA	NA	LMB2-1.2_000806
LMB2-1.2_000807	NA	NA	NA	LMB2-1.2_000807
LMB2-1.2_000808	NA	NA	NA	LMB2-1.2_000808
LMB2-1.2_000809	NA	NA	NA	LMB2-1.2_000809
LMB2-1.2_000810	NA	NA	NA	LMB2-1.2_000810
LMB2-1.2_000811	NA	NA	NA	LMB2-1.2_000811
LMB2-1.2_000812	NA	NA	NA	LMB2-1.2_000812
LMB2-1.2_000813	NA	NA	NA	LMB2-1.2_000813
LMB2-1.2_000814	NA	NA	NA	LMB2-1.2_000814
LMB2-1.2_000815	NA	NA	NA	LMB2-1.2_000815
LMB2-1.2_000816	NA	NA	NA	LMB2-1.2_000816
LMB2-1.2_000817	NA	NA	NA	LMB2-1.2_000817
LMB2-1.2_000818	NA	NA	NA	LMB2-1.2_000818
LMB2-1.2_000819	NA	NA	NA	LMB2-1.2_000819
LMB2-1.2_000820	NA	NA	NA	LMB2-1.2_000820
LMB2-1.2_000821	NA	NA	NA	LMB2-1.2_000821
LMB2-1.2_000822	NA	NA	NA	LMB2-1.2_000822
LMB2-1.2_000823	NA	NA	NA	LMB2-1.2_000823
LMB2-1.2_000824	NA	NA	NA	LMB2-1.2_000824
LMB2-1.2_000825	NA	NA	NA	LMB2-1.2_000825
LMB2-1.2_000826	NA	NA	NA	LMB2-1.2_000826
LMB2-1.2_000827	NA	NA	NA	LMB2-1.2_000827
LMB2-1.2_000828	NA	NA	NA	LMB2-1.2_000828
LMB2-1.2_000829	NA	NA	NA	LMB2-1.2_000829
LMB2-1.2_000830	NA	NA	NA	LMB2-1.2_000830
LMB2-1.2_000831	NA	NA	NA	LMB2-1.2_000831
LMB2-1.2_000832	NA	NA	NA	LMB2-1.2_000832
LMB2-1.2_000833	NA	NA	NA	LMB2-1.2_000833
LMB2-1.2_000834	NA	NA	NA	LMB2-1.2_000834
LMB2-1.2_000835	NA	NA	NA	LMB2-1.2_000835
LMB2-1.2_000836	NA	NA	NA	LMB2-1.2_000836
LMB2-1.2_000837	NA	NA	NA	LMB2-1.2_000837
LMB2-1.2_000838	NA	NA	NA	LMB2-1.2_000838
LMB2-1.2_000839	NA	NA	NA	LMB2-1.2_000839
LMB2-1.2_000840	NA	NA	NA	LMB2-1.2_000840
LMB2-1.2_000841	NA	NA	NA	LMB2-1.2_000841
LMB2-1.2_000842	NA	NA	NA	LMB2-1.2_000842
LMB2-1.2_000843	NA	NA	NA	LMB2-1.2_000843
LMB2-1.2_000844	NA	NA	NA	LMB2-1.2_000844
